N,base_seed,derived_seed,a0,loc0,lfw0,stage,stage_index,distribution_type,max_abs_error,total_variation_distance,support_size
15000,20260721,20261721,2,1,0,W1,1,intensity,0.000666666666666666,0.00079999999999998,6
15000,20260721,20261721,2,1,0,W1,1,loc,0.0028,0.00546666666666665,13
15000,20260721,20261721,2,1,0,W1,1,lfw,0.00193333333333334,0.00193333333333335,4
15000,20260721,20261721,2,1,0,W1,1,joint,0.0035546,0.0146925666666667,312
15000,20260721,20261721,2,1,0,W2,2,intensity,0.000261999999999984,0.000293666666666706,6
15000,20260721,20261721,2,1,0,W2,2,loc,0.00748139534883727,0.0139029069767442,13
15000,20260721,20261721,2,1,0,W2,2,lfw,0.00263333333333332,0.00263333333333328,4
15000,20260721,20261721,2,1,0,W2,2,joint,0.00304269458462273,0.0289883764216793,312
15000,20260721,20261721,2,1,0,W3,3,intensity,0.000845176555555383,0.00117992522222214,6
15000,20260721,20261721,2,1,0,W3,3,loc,0.00480153962727609,0.0141685608211646,13
15000,20260721,20261721,2,1,0,W3,3,lfw,0.00596966666666671,0.00712,4
15000,20260721,20261721,2,1,0,W3,3,joint,0.0025821170398469,0.0333729049644502,312
20000,20260721,20261721,2,1,0,W1,1,intensity,0.0013,0.00140000000000001,6
20000,20260721,20261721,2,1,0,W1,1,loc,0.00340000000000001,0.00574999999999998,13
20000,20260721,20261721,2,1,0,W1,1,lfw,0.00290000000000001,0.00290000000000002,4
20000,20260721,20261721,2,1,0,W1,1,joint,0.00295459999999999,0.0125361,312
20000,20260721,20261721,2,1,0,W2,2,intensity,0.001162,0.00150799999999993,6
20000,20260721,20261721,2,1,0,W2,2,loc,0.00650794573643415,0.0127529069767442,13
20000,20260721,20261721,2,1,0,W2,2,lfw,0.00140000000000001,0.00154999999999998,4
20000,20260721,20261721,2,1,0,W2,2,joint,0.00267074561143692,0.0255186334453449,312
20000,20260721,20261721,2,1,0,W3,3,intensity,0.00118935244444444,0.00231325855555547,6
20000,20260721,20261721,2,1,0,W3,3,loc,0.00411253875968988,0.010907935049351,13
20000,20260721,20261721,2,1,0,W3,3,lfw,0.00430499999999995,0.00430499999999998,4
20000,20260721,20261721,2,1,0,W3,3,joint,0.00224878370651357,0.0293739582476939,312
30000,20260721,20261721,2,1,0,W1,1,intensity,0.00136666666666663,0.00193333333333333,6
30000,20260721,20261721,2,1,0,W1,1,loc,0.00306666666666666,0.00496666666666665,13
30000,20260721,20261721,2,1,0,W1,1,lfw,0.000366666666666626,0.000366666666666656,4
30000,20260721,20261721,2,1,0,W1,1,joint,0.00187500000000001,0.0116089333333333,312
30000,20260721,20261721,2,1,0,W2,2,intensity,0.00168099999999993,0.00181266666666664,6
30000,20260721,20261721,2,1,0,W2,2,loc,0.00497461240310082,0.0104279069767442,13
30000,20260721,20261721,2,1,0,W2,2,lfw,0.00166666666666666,0.0023666666666667,4
30000,20260721,20261721,2,1,0,W2,2,joint,0.00235964175885263,0.0218605311135945,312
30000,20260721,20261721,2,1,0,W3,3,intensity,0.00294517655555548,0.00317891655555552,6
30000,20260721,20261721,2,1,0,W3,3,loc,0.00286253875968988,0.00772626838268438,13
30000,20260721,20261721,2,1,0,W3,3,lfw,0.00443633333333338,0.00443633333333334,4
30000,20260721,20261721,2,1,0,W3,3,joint,0.00210192330516616,0.0224570652181204,312
15000,20260721,20262721,2,2,0,W1,1,intensity,0.0018,0.00179999999999996,6
15000,20260721,20262721,2,2,0,W1,1,loc,0.00193333333333334,0.00346666666666669,13
15000,20260721,20262721,2,2,0,W1,1,lfw,0.00380000000000003,0.00380000000000001,4
15000,20260721,20262721,2,2,0,W1,1,joint,0.002135,0.012992,312
15000,20260721,20262721,2,2,0,W2,2,intensity,0.00252866666666668,0.00304299999999993,6
15000,20260721,20262721,2,2,0,W2,2,loc,0.00360000000000002,0.00941298449612407,13
15000,20260721,20262721,2,2,0,W2,2,lfw,0.00616666666666665,0.00623333333333335,4
15000,20260721,20262721,2,2,0,W2,2,joint,0.00259161080661333,0.0267760400402775,312
15000,20260721,20262721,2,2,0,W3,3,intensity,0.00171184322222206,0.00176564988888881,6
15000,20260721,20262721,2,2,0,W3,3,loc,0.00358137798584826,0.00894427793028234,13
15000,20260721,20262721,2,2,0,W3,3,lfw,0.00559500000000007,0.00559500000000002,4
15000,20260721,20262721,2,2,0,W3,3,joint,0.00238979083099066,0.0316985101967283,312
20000,20260721,20262721,2,2,0,W1,1,intensity,0.00135,0.00134999999999997,6
20000,20260721,20262721,2,2,0,W1,1,loc,0.0015,0.00245,13
20000,20260721,20262721,2,2,0,W1,1,lfw,0.00429999999999997,0.00429999999999999,4
20000,20260721,20262721,2,2,0,W1,1,joint,0.00112,0.0106394,312
20000,20260721,20262721,2,2,0,W2,2,intensity,0.00456200000000001,0.00471533333333339,6
20000,20260721,20262721,2,2,0,W2,2,loc,0.00375000000000003,0.00794631782945739,13
20000,20260721,20262721,2,2,0,W2,2,lfw,0.00364999999999999,0.00375000000000003,4
20000,20260721,20262721,2,2,0,W2,2,joint,0.00200827747328,0.0225512733124103,312
20000,20260721,20262721,2,2,0,W3,3,intensity,0.00321767533333334,0.00339757588888897,6
20000,20260721,20262721,2,2,0,W3,3,loc,0.00478370889432886,0.00916236564958058,13
20000,20260721,20262721,2,2,0,W3,3,lfw,0.00469500000000006,0.00514800000000005,4
20000,20260721,20262721,2,2,0,W3,3,joint,0.00214591338455654,0.0261019419516212,312
30000,20260721,20262721,2,2,0,W1,1,intensity,0.00243333333333329,0.00243333333333331,6
30000,20260721,20262721,2,2,0,W1,1,loc,0.00236666666666668,0.00386666666666671,13
30000,20260721,20262721,2,2,0,W1,1,lfw,0.00243333333333329,0.0024333333333333,4
30000,20260721,20262721,2,2,0,W1,1,joint,0.0018546,0.0111475333333334,312
30000,20260721,20262721,2,2,0,W2,2,intensity,0.00126199999999999,0.0013486666666667,6
30000,20260721,20262721,2,2,0,W2,2,loc,0.00162674418604652,0.00447189922480622,13
30000,20260721,20262721,2,2,0,W2,2,lfw,0.00343333333333334,0.00390000000000004,4
30000,20260721,20262721,2,2,0,W2,2,joint,0.00268924851946666,0.0178172099389077,312
30000,20260721,20262721,2,2,0,W3,3,intensity,0.000734341999999999,0.00078814866666673,6
30000,20260721,20262721,2,2,0,W3,3,loc,0.00278137798584824,0.00612375437380804,13
30000,20260721,20262721,2,2,0,W3,3,lfw,0.00509500000000007,0.00509500000000003,4
30000,20260721,20262721,2,2,0,W3,3,joint,0.00246258005122321,0.0218419346005281,312
15000,20260721,20263721,2,3,0,W1,1,intensity,0.000466666666666666,0.000666666666666647,6
15000,20260721,20263721,2,3,0,W1,1,loc,0.00466666666666668,0.0100666666666667,13
15000,20260721,20263721,2,3,0,W1,1,lfw,0.002,0.002,4
15000,20260721,20263721,2,3,0,W1,1,joint,0.00369833333333333,0.0164650666666667,312
15000,20260721,20263721,2,3,0,W2,2,intensity,0.00481900000000013,0.00525400000000007,6
15000,20260721,20263721,2,3,0,W2,2,loc,0.00418333333333332,0.00911666666666668,13
15000,20260721,20263721,2,3,0,W2,2,lfw,0.00483333333333336,0.0051,4
15000,20260721,20263721,2,3,0,W2,2,joint,0.00307574037340166,0.0277812418981289,312
15000,20260721,20263721,2,3,0,W3,3,intensity,0.00188815677777787,0.00217489011111116,6
15000,20260721,20263721,2,3,0,W3,3,loc,0.00552826065891478,0.0137518708248749,13
15000,20260721,20263721,2,3,0,W3,3,lfw,0.00160499999999997,0.00165333333333332,4
15000,20260721,20263721,2,3,0,W3,3,joint,0.00356746380926543,0.0313780513567519,312
20000,20260721,20263721,2,3,0,W1,1,intensity,0.0005,0.000549999999999992,6
20000,20260721,20263721,2,3,0,W1,1,loc,0.0038,0.00705000000000004,13
20000,20260721,20263721,2,3,0,W1,1,lfw,0.00205,0.00205,4
20000,20260721,20263721,2,3,0,W1,1,joint,0.00311500000000001,0.0155063,312
20000,20260721,20263721,2,3,0,W2,2,intensity,0.00301200000000001,0.00316533333333338,6
20000,20260721,20263721,2,3,0,W2,2,loc,0.00273333333333337,0.00671666666666669,13
20000,20260721,20263721,2,3,0,W2,2,lfw,0.00190000000000001,0.00229999999999999,4
20000,20260721,20263721,2,3,0,W2,2,joint,0.0018947732032,0.0230520611189467,312
20000,20260721,20263721,2,3,0,W3,3,intensity,0.00106064755555556,0.00132832288888893,6
20000,20260721,20263721,2,3,0,W3,3,loc,0.00364492732558144,0.0092720113897016,13
20000,20260721,20263721,2,3,0,W3,3,lfw,0.00201500000000002,0.00204800000000003,4
20000,20260721,20263721,2,3,0,W3,3,joint,0.0029841304759321,0.0277952807192275,312
30000,20260721,20263721,2,3,0,W1,1,intensity,0.00153333333333328,0.00153333333333332,6
30000,20260721,20263721,2,3,0,W1,1,loc,0.00259999999999999,0.00503333333333335,13
30000,20260721,20263721,2,3,0,W1,1,lfw,0.00219999999999998,0.00219999999999999,4
30000,20260721,20263721,2,3,0,W1,1,joint,0.00252706666666667,0.012836,312
30000,20260721,20263721,2,3,0,W2,2,intensity,0.00189533333333336,0.00222066666666674,6
30000,20260721,20263721,2,3,0,W2,2,loc,0.00133333333333333,0.00376666666666673,13
30000,20260721,20263721,2,3,0,W2,2,lfw,0.00203333333333333,0.00203333333333332,4
30000,20260721,20263721,2,3,0,W2,2,joint,0.00176143986986667,0.0185753558453289,312
30000,20260721,20263721,2,3,0,W3,3,intensity,0.00149899133333331,0.00217249077777771,6
30000,20260721,20263721,2,3,0,W3,3,loc,0.00322826065891477,0.00610115750788628,13
30000,20260721,20263721,2,3,0,W3,3,lfw,0.00334833333333334,0.00334833333333336,4
30000,20260721,20263721,2,3,0,W3,3,joint,0.00222110300442301,0.0254233953146345,312
15000,20260721,20264721,2,4,0,W1,1,intensity,0.00506666666666666,0.00506666666666667,6
15000,20260721,20264721,2,4,0,W1,1,loc,0.00613333333333332,0.0079333333333333,13
15000,20260721,20264721,2,4,0,W1,1,lfw,0.00146666666666666,0.00146666666666667,4
15000,20260721,20264721,2,4,0,W1,1,joint,0.00284666666666666,0.0175753,312
15000,20260721,20264721,2,4,0,W2,2,intensity,0.00678099999999993,0.00678099999999996,6
15000,20260721,20264721,2,4,0,W2,2,loc,0.00366666666666665,0.0102666666666666,13
15000,20260721,20264721,2,4,0,W2,2,lfw,0.00336666666666663,0.0044333333333333,4
15000,20260721,20264721,2,4,0,W2,2,joint,0.00283094751893333,0.03113754669825,312
15000,20260721,20264721,2,4,0,W3,3,intensity,0.00957850988888875,0.00977127044444438,6
15000,20260721,20264721,2,4,0,W3,3,loc,0.0043385,0.0113664812470768,13
15000,20260721,20264721,2,4,0,W3,3,lfw,0.00180499999999995,0.00285466666666663,4
15000,20260721,20264721,2,4,0,W3,3,joint,0.00319824064726434,0.0336242393868087,312
20000,20260721,20264721,2,4,0,W1,1,intensity,0.004,0.00400000000000001,6
20000,20260721,20264721,2,4,0,W1,1,loc,0.00464999999999999,0.00664999999999996,13
20000,20260721,20264721,2,4,0,W1,1,lfw,0.0017,0.00169999999999999,4
20000,20260721,20264721,2,4,0,W1,1,joint,0.0024174,0.0146715,312
20000,20260721,20264721,2,4,0,W2,2,intensity,0.00593099999999991,0.00593099999999996,6
20000,20260721,20264721,2,4,0,W2,2,loc,0.00444999999999998,0.00769999999999999,13
20000,20260721,20264721,2,4,0,W2,2,lfw,0.0055,0.00634999999999999,4
20000,20260721,20264721,2,4,0,W2,2,joint,0.0026976141856,0.0260845222130033,312
20000,20260721,20264721,2,4,0,W3,3,intensity,0.00794517655555538,0.00794517655555546,6
20000,20260721,20264721,2,4,0,W3,3,loc,0.0047885,0.0121927835726582,13
20000,20260721,20264721,2,4,0,W3,3,lfw,0.001635,0.002038,4
20000,20260721,20264721,2,4,0,W3,3,joint,0.0022092825299752,0.0298108701534775,312
30000,20260721,20264721,2,4,0,W1,1,intensity,0.00159999999999993,0.00159999999999997,6
30000,20260721,20264721,2,4,0,W1,1,loc,0.0025,0.00279999999999998,13
30000,20260721,20264721,2,4,0,W1,1,lfw,0.00210000000000002,0.00209999999999999,4
30000,20260721,20264721,2,4,0,W1,1,joint,0.00262126666666666,0.00991246666666668,312
30000,20260721,20264721,2,4,0,W2,2,intensity,0.00208099999999989,0.00208099999999994,6
30000,20260721,20264721,2,4,0,W2,2,loc,0.00346666666666665,0.00679999999999998,13
30000,20260721,20264721,2,4,0,W2,2,lfw,0.00409999999999999,0.00453333333333328,4
30000,20260721,20264721,2,4,0,W2,2,joint,0.00339702456304,0.02073748341833,312
30000,20260721,20264721,2,4,0,W3,3,intensity,0.00367850988888874,0.00367850988888879,6
30000,20260721,20264721,2,4,0,W3,3,loc,0.00280516666666666,0.0087664812470768,13
30000,20260721,20264721,2,4,0,W3,3,lfw,0.00103633333333336,0.00108666666666665,4
30000,20260721,20264721,2,4,0,W3,3,joint,0.00189824064726433,0.0239266259448912,312
15000,20260721,20265721,2,5,0,W1,1,intensity,0.00540000000000007,0.00560000000000003,6
15000,20260721,20265721,2,5,0,W1,1,loc,0.00193333333333333,0.00406666666666669,13
15000,20260721,20265721,2,5,0,W1,1,lfw,0.000866666666666682,0.000866666666666693,4
15000,20260721,20265721,2,5,0,W1,1,joint,0.00219166666666666,0.0127307666666667,312
15000,20260721,20265721,2,5,0,W2,2,intensity,0.00595233333333345,0.0066553333333334,6
15000,20260721,20265721,2,5,0,W2,2,loc,0.00466666666666668,0.00786140350877194,13
15000,20260721,20265721,2,5,0,W2,2,lfw,0.00343333333333334,0.00343333333333334,4
15000,20260721,20265721,2,5,0,W2,2,joint,0.00214586426454491,0.0288745694718286,312
15000,20260721,20265721,2,5,0,W3,3,intensity,0.00462149011111124,0.00480703588888896,6
15000,20260721,20265721,2,5,0,W3,3,loc,0.00487966454218557,0.0107032519944616,13
15000,20260721,20265721,2,5,0,W3,3,lfw,0.00136366666666665,0.00170199999999996,4
15000,20260721,20265721,2,5,0,W3,3,joint,0.0022921029620807,0.029335374943026,312
20000,20260721,20265721,2,5,0,W1,1,intensity,0.00424999999999998,0.00424999999999998,6
20000,20260721,20265721,2,5,0,W1,1,loc,0.00225,0.00440000000000002,13
20000,20260721,20265721,2,5,0,W1,1,lfw,0.002,0.00199999999999997,4
20000,20260721,20265721,2,5,0,W1,1,joint,0.00213999999999998,0.0120536,312
20000,20260721,20265721,2,5,0,W2,2,intensity,0.0040690000000001,0.0045553333333334,6
20000,20260721,20265721,2,5,0,W2,2,loc,0.00305000000000002,0.00611578947368422,13
20000,20260721,20265721,2,5,0,W2,2,lfw,0.00105,0.00114999999999995,4
20000,20260721,20265721,2,5,0,W2,2,joint,0.00310436737475263,0.0240396585834598,312
20000,20260721,20265721,2,5,0,W3,3,intensity,0.00376767533333333,0.00391808200000008,6
20000,20260721,20265721,2,5,0,W3,3,loc,0.00464633120885223,0.00927176448235651,13
20000,20260721,20265721,2,5,0,W3,3,lfw,0.00114699999999995,0.00114699999999999,4
20000,20260721,20265721,2,5,0,W3,3,joint,0.00290428993409081,0.0266780576849213,312
30000,20260721,20265721,2,5,0,W1,1,intensity,0.00133333333333341,0.00133333333333337,6
30000,20260721,20265721,2,5,0,W1,1,loc,0.00396666666666667,0.00466666666666669,13
30000,20260721,20265721,2,5,0,W1,1,lfw,0.00146666666666667,0.00146666666666666,4
30000,20260721,20265721,2,5,0,W1,1,joint,0.00190166666666666,0.0111720666666667,312
30000,20260721,20265721,2,5,0,W2,2,intensity,0.00198566666666677,0.00225533333333339,6
30000,20260721,20265721,2,5,0,W2,2,loc,0.00263333333333335,0.00524912280701755,13
30000,20260721,20265721,2,5,0,W2,2,lfw,0.00109999999999999,0.00113333333333333,4
30000,20260721,20265721,2,5,0,W2,2,joint,0.00270256379119474,0.0206964084321346,312
30000,20260721,20265721,2,5,0,W3,3,intensity,0.000434342000000032,0.000579925222222194,6
30000,20260721,20265721,2,5,0,W3,3,loc,0.00547966454218557,0.0102565140723957,13
30000,20260721,20265721,2,5,0,W3,3,lfw,0.00343033333333331,0.00504666666666666,4
30000,20260721,20265721,2,5,0,W3,3,joint,0.00280428993409081,0.0220571313979864,312
15000,20260721,20266721,2,6,0,W1,1,intensity,0.00286666666666666,0.00353333333333332,6
15000,20260721,20266721,2,6,0,W1,1,loc,0.00373333333333334,0.00519999999999998,13
15000,20260721,20266721,2,6,0,W1,1,lfw,0.002,0.002,4
15000,20260721,20266721,2,6,0,W1,1,joint,0.00473583333333333,0.0153914,312
15000,20260721,20266721,2,6,0,W2,2,intensity,0.00326199999999999,0.00336033333333341,6
15000,20260721,20266721,2,6,0,W2,2,loc,0.005,0.00772323491655974,13
15000,20260721,20266721,2,6,0,W2,2,lfw,0.0027666666666667,0.00436666666666669,4
15000,20260721,20266721,2,6,0,W2,2,joint,0.00232305505470579,0.0247695763233787,312
